200.0,14.3,20.7,2.45,2.0,0.16,0.81,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.082,0.01,0.01,0.0,0.0,2.4,0.0,0.0,1.23476,21873.5
160.0,14.3,20.7,2.45,2.0,0.16,0.81,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.082,0.01,0.01,0.0,0.0,2.4,0.0,0.0,1.23476,22719.4
200.0,14.3,20.7,2.45,2.0,0.16,0.81,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.082,0.01,0.01,0.0,0.0,2.4,0.0,0.0,1.23476,22096.9
160.0,14.1,20.2,1.69,2.0,0.15,0.85,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.082,0.011,0.011,0.0,0.0,2.6,0.0,0.0,1.29573,22924.5
200.0,14.0,19.8,0.89,1.9,0.15,0.85,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.084,0.011,0.011,0.0,0.0,2.6,0.0,0.0,1.26488,22397.2
160.0,14.0,19.7,0.42,1.9,0.15,0.82,0.0,0.0,0.0,0.0,4.64,0.0,0.0,0.083,0.0101,0.011,0.0,0.0,2.6,0.0,0.0,1.23494,23008.2
100.0,14.15,19.97,2.47,1.95,0.15,0.14,0.28,0.0,0.0,0.49,0.01,0.0,0.017,0.068,0.007,0.042,0.003,0.0,0.0,0.0,0.0,1.02941,22721.4
100.0,14.21,19.98,2.46,1.92,0.1,0.14,0.31,0.0,0.0,0.49,0.0,0.0,0.003,0.079,0.011,0.04,0.005,0.0,3.67,0.0,0.0,1.15854,23388.1
100.0,14.19,19.95,2.46,1.95,0.15,0.86,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.075,0.01,0.043,0.003,0.0,2.48,0.0,0.0,1.34375,23879.1
100.0,10.0,4.0,0.0,15.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.15,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.316667,22321.4
100.0,12.0,12.2,0.0,6.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.1,0.007,0.0,0.0,0.0,3.0,0.0,0.0,0.866337,22601.6
100.0,12.1,10.1,0.0,14.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.037,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.337838,21872.0
100.0,12.0,8.1,0.0,14.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.001,0.042,0.003,0.0,0.0,0.0,2.9,0.0,0.0,1.45349,21956.0
100.0,14.0,12.0,0.0,4.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,3.0,0.002,0.089,0.007,0.0,0.0,0.0,2.5,0.0,0.0,0.824176,23206.6
100.0,14.0,10.1,0.0,9.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.9,0.001,0.1,0.013,0.0,0.0,0.0,2.4,0.0,0.0,0.742574,22920.1
100.0,14.2,8.2,0.0,13.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3.0,0.008,0.14,0.015,0.0,0.0,0.0,2.4,0.0,0.0,0.337838,22839.8
170.0,14.19,20.15,2.43,1.98,0.15,0.16,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.067,0.007,0.039,0.0,0.0,2.4,0.0,0.0,0.335821,22403.0
170.0,14.19,19.95,2.46,1.95,0.15,0.86,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.075,0.01,0.043,0.0,0.0,2.48,0.0,0.0,1.46667,23072.1
170.0,14.32,20.21,2.01,1.7,0.13,0.41,0.11,0.0,0.0,0.0,0.98,0.47,0.0,0.08,0.01,0.038,0.0,0.0,2.89,0.0,0.0,0.984375,22921.4
170.0,14.21,20.13,2.0,1.93,0.13,0.6,0.11,0.0,0.0,0.0,0.99,0.48,0.0,0.096,0.01,0.035,0.0,0.0,2.88,0.0,0.0,1.06771,22382.3
170.0,14.24,20.11,2.0,1.93,0.14,1.01,0.0,0.0,0.0,0.0,0.99,0.47,0.0,0.1,0.007,0.002,0.0,0.0,2.87,0.0,0.0,1.2625,23002.3
170.0,14.24,20.11,2.0,1.93,0.14,1.01,0.0,0.0,0.0,0.0,0.99,0.47,0.0,0.1,0.007,0.002,0.0,0.0,2.87,0.0,0.0,1.2625,23045.9
170.0,14.38,20.05,2.0,1.94,0.13,1.48,0.11,0.0,0.0,0.0,0.97,0.48,0.0,0.087,0.011,0.039,0.0,0.0,2.94,0.0,0.0,2.44253,22524.7
170.0,14.38,20.05,2.0,1.94,0.13,1.48,0.11,0.0,0.0,0.0,0.97,0.48,0.0,0.087,0.011,0.039,0.0,0.0,2.94,0.0,0.0,2.44253,22716.2
170.0,11.98,20.02,2.0,1.92,0.13,0.6,0.11,0.0,0.0,0.0,0.89,0.48,0.0,0.084,0.01,0.034,0.0,0.0,3.93,0.0,0.0,1.22024,22762.7
