22839.8,23291.9,-452.145
22787.4,23666.5,-879.078
22719.4,22065.3,654.127
21087.0,21247.5,-160.576
22096.9,21247.5,849.416
22924.5,22845.0,79.457
23008.2,24125.0,-1116.77
22721.4,26042.0,-3320.56
23879.1,23553.7,325.367
22321.4,23119.9,-798.469
22601.6,22503.1,98.5098
21872.0,23221.5,-1349.54
21956.0,23298.0,-1341.97
23206.6,27907.5,-4700.91
22920.1,23630.4,-710.297
22839.8,24232.8,-1392.98
22403.0,22119.3,283.689
22560.7,22611.4,-50.6953
22246.8,22454.7,-207.941
22382.3,22671.5,-289.229
23002.3,22212.4,789.902
23045.9,22212.4,833.486
22524.7,22641.6,-116.879
22716.2,22641.6,74.6172
22762.7,22108.3,654.33
23088.3,21821.7,1266.63
22935.3,21961.0,974.258
23130.8,21961.0,1169.79
22197.2,23154.4,-957.23
22179.5,24042.8,-1863.29
21954.4,23588.7,-1634.33
22716.6,23315.9,-599.279
23785.2,23899.3,-114.096
23219.3,23899.3,-680.01
21157.7,23070.5,-1912.85
21204.0,22346.3,-1142.28
21352.4,21474.7,-122.316
21141.2,21673.7,-532.562
22216.5,22803.2,-586.713
22776.0,23191.7,-415.67
23352.0,23621.0,-268.98
22034.6,22309.4,-274.834
23514.5,23628.0,-113.537
24203.4,24047.1,156.248
23537.8,23743.0,-205.135
23573.7,23743.0,-169.252
23372.0,23743.0,-370.973
22371.2,22459.1,-87.8652
22808.1,22459.1,349.012
23072.9,22459.1,613.861
23559.7,23888.9,-329.164
23371.2,23888.9,-517.689
23192.4,23888.9,-696.426
24967.6,24532.8,434.799
22826.2,23249.0,-422.758
22000.6,23249.0,-1248.33
21851.0,23249.0,-1397.92
22658.3,23249.0,-590.705
22723.4,23249.0,-525.516
22776.0,23249.0,-472.973
22849.9,23249.0,-399.025
21423.6,21812.5,-388.947
21115.6,21424.1,-308.523
20891.1,21158.3,-267.254
20268.8,20401.9,-133.143
19884.4,20177.0,-292.605
19563.8,19645.5,-81.6465
19178.6,18970.8,207.76
20602.8,20810.8,-207.965
20557.9,20810.8,-252.865
19864.7,20401.9,-537.242
19242.3,20401.9,-1159.56
19082.5,19645.5,-562.975
18152.4,19645.5,-1493.03
17780.4,18970.8,-1190.43
21506.4,21744.3,-237.869
19633.4,19353.5,279.867
20712.5,20333.2,379.303
20797.9,20660.3,137.576
21774.6,22360.9,-586.301
22189.1,22851.5,-662.432
22312.5,23168.4,-855.912
22650.8,22588.2,62.5898
22635.3,22265.2,370.102
21446.6,21209.3,237.311
22442.2,22497.2,-54.9883
19194.5,20795.2,-1600.74
20392.0,22083.2,-1691.21
20784.9,22389.8,-1604.9
